jam_name,jam_url,jam_no_joined,jam_no_submissions
Bandersnatch Jam,bandersnatch-jam,13,2
Game Jam – Le Temps 2018,game-jam-le-temps,13,12
Nova Machina,nova-machina-ttrpg-jam,13,1
GDGT - All Hallows Challenge 2016,gdgt-all-hallows-challenge-2016,13,5
IGDA Becker Chapter Halloween Jam 2018,igda-becker-chapter-halloween-jam-2018,13,6
JamIsland @Schmiede2019,jamisland-schmiede2019-better,13,10
blendingjam17,blendingjam17,13,11
For sh*ts and giggles.,for-shts-and-giggles,13,5
Explosion Jam,da-explosion-jam,13,5
RTP Only Game Jam (RPG Maker) *PRIZES*,rtp-only-game-jam-rpg-maker,13,1
The Krass-N.G. Jam 10!,krassjamx,13,6
AmsterJam #1,amsterjam,13,3
Geleia Jam!,geleiajam,13,7
Odd Weekend Game Jam 9,odd-weekend-game-jam-9,13,4
"""Harmless"" Game Jam",harmless-game-jam,13,7
UnproJam #2 - RPG Maker Game Jam,unprojam-2,13,4
Level Up!,level-up,13,12
May Weather Rainbow Jam,may-weather-rainbow-jam,13,1
KSU Fall 2017 Game Jam,ksu-jam,13,5
TASJAM LITE,tasjam-lite-2,13,7
Jollyboat Jam 2k19 (Tabletop) #jollyboatjam2k19,jollyboat-jam-2k19-tabletop,13,12
SGDA Spring Game Jam 2018,sgda-sp18,13,7
Kaktus Jam 2018,kaktus-jam-2018,13,9
Summer Novel Festival,sunofes,13,12
Game Jam Monthly - November 2017,game-jam-monthly-2017-1,13,9
Godot Italia #1 - Fall 2019,godot-italia-1-autumn-2019,13,6
W3 Game Jam (y18w49),w3-game-jam-y18w49,12,1
Fall 2018 Proto-Game Jam,fall-2018-proto-game-jam,12,10
Tim Burton Jam,tim-burton-jam,12,1
GameJam.02,bilgigame-gamejam02,12,7
Blocks of Jam,blocks-of-jam,12,3
PTBO Game Jam,ptbogamejam01,12,9
Game Jam by the Apocalypse,game-jam-by-the-apocalypse,12,1
Trijam #14 - the 3 hour game jam!,trijam-14,12,6
Squiggly River Pride Jam,squiggly-river-pride-jam,12,5
Raining Rainbow Jam,raining-rainbow-jam,12,1
Weekly Hour Game Jam - W6 2017,weekly-hour-game-jam---w6-2017,12,6
Bot Says Jam,bot-says-jam,12,5
BHam Jam,bhamjam,12,5
Fall Game Jam,fall-game-jam,12,2
Devujam #4 - Manual is missing,devujam4,12,5
QuickJam,quickjam,12,11
Supervillain Redemption Jam,supervillain-redemption-jam,12,4
"Chronicles GameDev Challenge, Week 15",chronicles-gamedev-challenge-week-15,12,2
Games & Politics Game Jam Thessaloniki,games-politics-thessaloniki,12,9
Saturday Jam Live: Twine,saturday-jam-live-twine,12,11
Impromptu Game Jam #1,impromptu-game-jam-1,12,1
"Jam de Juegos de Mesa, Rol y Cartas del CCD 2016",mermelada-de-mesa-2,12,9
Bear Jams,bear-jams,12,7
CEET GAME JAM 2018/2,ceet-game-jam-20182,12,10
2017 Love Jam,lovejam,12,1
Gr8ArtGames - Jakarta,gr8artgames---jakarta,12,10
July Rainbow Jam 2019,july-rainbow-jam-2019,12,1
Elm Game Jam — Trade and Commerce,elm-game-jam-may-jun-2018,12,1
Simulation Jam,simulation-jam,12,2
WWU Spring Game Jam 2017,wwu-game-jam-s17,12,7
CanJam 2019,canjam-2019,12,12
August Game Jam 2017,august-game-jam-2017,12,2
Exploration ⛵,exploration,12,5
Komiks Festiwal Game Jam,komiks-festiwal-game-jam,12,11
Develop Game Jam 2019,develop-game-jam-2019,12,9
Athens Game Jam 2018,athens-game-jam-2018,12,8
Kodsnacks Tvåveckorssylt - Andra Omgången,spelsylt,12,4
Lynch Jam,lynchjam,12,1
Game Tool Jam,game-tool-jam,12,5
the random game jam,the-random-game-jam,12,2
48 Hour Turbo Jam,48-hour-turbo-jam,12,2
Panic At The Disco,panic-at-the-disco,12,2
Unity Jam,unity-jam,12,10
Video Game Genre Gala,videogame-genre-gala-by-warkatz,12,1
GameKid Raspberry Jam,raspberry-jam,12,5
Galway Game Jam 10,galway-game-jam-10,12,5
The Kinjam,the-kinjam,12,6
Erstel Game Jam #1,erstelgamejam1,12,3
The Very First LiveCode Game Jam,the-very-first-livecode-game-jam,12,14
Mini-jam GJA,mini-jam-gja,12,2
EnterJam 3,ejam3,12,1
Wreck-It Ralph Game Jam,wreck-it-ralph-game-jam,12,7
Cat Jam,cat-jam,12,5
Trijam #19. Do you dare to try?,trijam-19,12,5
#Trans-Dimensional,game-concepts,12,2
UL Games Jam,ul-games-jam,12,6
64 kB JAM 2017,64-kb-jam,12,4
Bitgem Game Jam #10,bitgem-game-jam-10,12,4
IGDA Becker Chapter Autumn Arcade Jam 2017,igda-becker-arcade-jam,12,10
CO-OP JAM #1,co-op-jam-1,12,3
Little Bytes,littlebytes,12,1
Island Jam III,island-jam-iii,12,10
$50 Prize - modd.io MMO jam vol.4,make-mmorpg-in-2-weeks-using-moddio-jam,12,2
Unofficial #politicalbitsyjam 2018,unofficial-politicalbitsyjam-2018,12,2
2017 STDIO Game Jam,2017-stdio-game-jam,12,6
#SunJam,sunjam,12,6
Abandoned Game Jam,abandoned-game-jam-with-foxes,12,3
64x64 Jam,64x64-game-jam,12,1
Noticeably Naked Jam (with prize),noticeably-naked-jam,12,2
Jelly Devil Gaming Jam,jelly-devil-gaming-jam,12,6
Shovel Jam II,shovel-jam-2,12,1
Safe and Sound Jam,safe-and-sound-jam,12,1
Orctober Jam 2018,orctober-jam-2018,12,3
Gamecraft 2018!,gamecraft2018,12,8
Trijam #23 - Do you dare to try?,trijam-23,12,4
The Hard Truth,reality,12,3
GAMERella 2014,gamerella-2014,12,9
Loveship Hypernova - Anything Goes Jam!,loveship-hypernova-anything-goes-jam,12,6
Praxis 1 El Reto (Tercera parte),praxis-1-el-reto-tercera-parte,12,11
FoG Game Jam,fog-game-jam,11,7
MONSTER GAMEJAM,monster-gamejam,11,10
Game Jam das Minas 2019,jam-das-minas-2019,11,6
Weekly Rainbow Jam - Week 5,weekly-rainbow-jam-week-5,11,5
UrbanJam,urbanjam,11,8
Weekly Rainbow Jam - Week 1,weekly-rainbow-jam-1,11,1
Teamup Jam 01,teamup-jam-01,11,11
Color Scheme Jam,color-scheme-jam-1,11,10
Not Quite Expected,not-quite-expected,11,3
Mechanic Mix Jam,mechanic-mix,11,2
NotMoeJam #8 - GLITCH,notmoejam-8,11,1
Jinglefest!,jinglefest,11,3
Jammin 2019,jammin-2019,11,3
IGDA Las Vegas Online Game Jam (OGJ) 01,igda-las-vegas-online-game-jam-1,11,1
Hangover Game Jam 2018,hangover-game-jam-2018,11,3
Black History Month Jam,black-history-month-jam,11,6
Fatenp 2019-1,fatenp-2019-1,11,7
SPPRO Discord GameJam 2,sppro-gamejam-2,11,3
Melty Donut's Zine Jam #1 [MIXTAPE],melty-donut-zine-jam,11,3
"""Do Whatever You Want"" Jam",manalltheurlsaretaken,11,3
YouTube Game comp.,youtube-game-comp,11,3
Hangover Game Jam 2017,hangover-game-jam-2017,11,5
End of The Year Game Jam 2nd Edition,end-of-the-year-game-jam-2nd-edition,11,3
Jam GameCodeur - Octobre 2016,jam-gamecodeur---octobre-2016,11,3
(En)Twine'd Game Jam,entwined-game-jam,11,5
Criação de Jogos Arte #2,criao-de-jogos-arte-2,11,8
Vulcan Jam Ⅱ,vulcanjam2,11,3
GIBJAM2018-Jun,gibjam2018jun,11,1
Arcane Assembly,arcaneassembly,11,1
Odd Weekend Game Jam 4,odd-weekend-game-jam-4,11,1
Odd Week Long Game Jam 2,odd-week-long-game-jam-2,11,2
"Chronicles GameDev Challenge, Week 4",chronicles-gamedev-challenge-week-4,11,2
Slug Jam #3: Spring 2016,slugjam3,11,2
The Ninja Game Jam,the-ninja-game-jam,11,1
Duality Tilemaps Jam,duality-tilemaps-jam,11,5
NotMoeJam #2 - ___ for the ___ god!​,notmoejam-2,11,4
30-50 Feral Hogs Jam,30-50-feral-hogs-jam,11,5
NNNIKKI Jam 2,nnnikki-jam-2,11,3
Dog GameJam,dog-gamejam,11,3
TFS Game Jam,tfs-game-jam,11,4
Pikku Kakkonen Game Jam,pikku-kakkonen-game-jam,11,6
Peach June Jam,peach-june-jam,11,1
MalagaJam Weekend 2,malagajam-weekend-2,11,11
Into the Caves Game Jam,into-,11,2
The 2nd GameShell Game Jam (2019Q2),gameshell-19q2,11,4
r/roguelikedev Summer Tutorial Jam,roguelike,11,2
Viking Jam,viking-jam,11,2
"48 Hour Jam №1: ""Heat""",48-hour-jam-1,11,7
Retro Game Jam 2019,retro-game-jam-2019,11,4
THE LAST HOPE JAM,the-last-hope,11,1
FEMICOM Game Jam #1: Here's to Theresa Duncan!,femicom-game-jam-1,11,11
Grandle Jam,grandle,11,2
VGDA Spring'19 24 Hour Game Jam,vgda-spring19-24-hour-game-jam,11,6
Girly Jam,girly-jam,11,3
MoinMoinJam,moinmoinjam,11,3
GIAW - Game In A Week,giaw1,11,1
Halloween Jam,halloween-jam-2017,11,6
Jelly Jam,jelly-jam,11,3
Optical Jam #8,optical-jam-8,11,2
Virtual Game Jam 2017,virtual-game-jam-2017,11,8
Countryhack Spring,countryhack-spring,11,2
"Elm Game Jam / March, April — Randomness",elm-game-jam-mar-apr-2018,11,5
Heart Jam,heart-jam,11,5
Game Pratic' 2018,game-pratic-2018,11,8
Mattabulous' Weekly Jam,mattabulous-weekly-jam,11,2
2D pixelart,2d-pixelart,11,1
Waltzing Game Jam,waltzing-game-jam,11,3
Conspiracy Jam,conspiracy-jam,11,6
Positive Play: A Sex Ed Game Jam,positive-play-a-sex-ed-game-jam,11,3
Nica Jam #1,nica-jam-1,11,4
LibGDX Jam #8,libgdx-jam-8,11,3
Summer RPG jam,summer-rpg-jam,11,3
ROTTEN! Game Jam,rotten-game-jam,11,8
Gamejam Uniandes 2018,gamejam-uniandes-2018-2,11,9
Games and Politics Game Jam 2017,games-and-politics-game-jam-,11,8
VirginiaJam @ Pulse College,virginia-jam,11,2
Meme game jam!,meme-game-jam,11,6
The worst VN ever created! [2019 revival],the-worst-vnkn-ever-created-2019,11,3
JazzGames,jazzgames,11,2
Panama Game Jam 2017,pgjam2017,11,8
UFSC Game Jam,ufsc-game-jam,11,5
Devs Lounge Indie Game Jam 2018,devs-lounge-indie-game-jam-of-2018,11,2
3ª Game Jam Santa Maria,3gjsm,11,4
Lead Roll,lead-roll,11,2
Jam Like You Mean It!,meaning,11,6
#EPJam6,epjam6,11,1
PPL Game Jam 2017,pplgamejam,11,7
Trijam #24 Do you dare to try?,trijam-24,11,5
Quantum Game Jam 2017,quantum-game-jam-2017,11,6
#JesterJam 2,jesterjam-2-2019,11,4
Super Design Game Jam 2-2017,super-design-game-jam-2-2017,11,11
Extra Jam 2,extra-jam-2,11,4
4 Botões (SuperGeeks),4-botoes,11,9
BigJamGame I Start,bigjamgame-i-start,11,4
Life Game Jam 2018,life-jam-2018,11,2
Battle for Train Jam 2017,bftj2017,11,10
Praxis 1 El Reto (Segunda parte),praxis-1-el-reto-segunda-parte-,11,8
GAMMANET GameJam,gammanet-gamejam,11,3
2 colors jam,2-colors-jam,11,11
Island Jam IV,island-jam-iv,11,10
Spiltalent - April 2019,spiltalentapril19,11,6
Saltworld.net #SWJAM 2013,saltw,11,11
Godot Engine Jam 03/2016,godotjam032016,11,11
"Chronicles GameDev Challenge, Week 1",chronicles-gamedev-challenge-week-1,11,3
ECTOCOMP: La Petite Mort (Español),ectocomp17lpm-sp,11,5
GXDev,gxdev,11,9
GDP Space Jam,gdp-space-jam,11,10
WWUJAM XI,wwujam-xi,11,9
The START Jam,the-start-jam,10,4
Weekly Rainbow Jam - Week 2,weekly-rainbow-jam-2,10,2
Ceremonial: La Quinta mano del Tarot.,ceremonial-la-quinta-mano-del-tarot,10,10
THE Superheroes and Supervillains Game Jam!,itsagamejam,10,3
Tromsø Game Jam,tromso-game-jam,10,6
Metroidvania Month,metroidvania-month,10,2
GDGT - All Hallows Challenge NEXT,gdgt-all-hallows-challenge-next,10,6
BLACK HUMOR JAM,black-jam,10,3
Tap Twine Mobile Horror Jam! ($200 Prize!),tap-twine-mobile-horror-jam,10,4
You're Beautiful Just The Way You Are,the-no-you-are-beautiful-jam,10,1
UFSC Game Jam 2,ufsc-game-jam-2,10,4
Alpha and Omega,alpha-and-omega,10,8
Austria Game Jam 2016,agj16,10,10
BoringTrousers Game Jam,boringtrousers,10,5
AIE's Battle for Train Jam 2018,bftj2018,10,6
Insanity Jam 4,insanity-jam-4,10,9
Kentucky Fried Pixels 2018,kentucky-fried-pixels-2018,10,7
Weekly Hour Game Jam - W28 2017,weekly-hour-game-jam-w28-2017,10,1
Amnesty Jam,amnesty-jam,10,8
Old Tool Jam,outdated-tool-jam,10,1
Car Jam,cars-jam,10,5
FIFJam,fifjam,10,3
Impromptu Game Jam #2,impromptu-game-jam-2,10,2
Wild Jam,wild-jam-,10,5
Games and Politics Train Jam,games-and-politics-train-jam,10,6
Monkey X October 2015 NES Game Jam,monkey-x-october-2015-nes-game-jam,10,7
50 Shades of Gray JAM,50-shades-of-gray-jam,10,2
16 Colour Jam,16-colour-jam,10,5
CEET GAME JAM 2018/1,ceetv-game-jam-20181,10,8
/agdg/ Subverjam,agdg-subverjam,10,3
2018 Retro Jam {NES themed},2018-nes-jam,10,3
AGDS Jam #1,agds-jam-2015,10,10
The Horror Jam,the-horror-jam-2015,10,7
Breaking Code Jam,breaking-code-jam,10,3
2.04 - JamNATION - Game Jam Montréal joue,204-jamnation-montrealjoue,10,5
Procrastination Jam,procrastinationjam2017,10,4
Post Grind Jam #2,post-grind-jam2,10,1
Queermuseu Game Jam,queermuseu-game-jam,10,0
#LincJam 24 Hour Game Jam,lincjam-dec-2015,10,7
Texture Writer Game Jam,texture-writer-game-jam,10,1
Trijam #7 Do you dare to try?,trijam-7,10,5
OCUPA GAMEJAM,ocupajam,10,2
No-Brainer IF Jam #2,nbifjam2016,10,1
960 x 144 in Stop Motion,960-x-144-in-stop-motion,10,5
Game Jam Monthly - October 2018,game-jam-monthly-october-2018,10,9
1GAM Galway Jam,1gam-galway-jam-october-2017,10,9
MAYhem Game Jam 2017,mayhem-2017,10,6
Really Retro Jam #2,really-retro-jam-2,10,5
Improvement Movement,imjam,10,3
AngryGamer21 Game Jam For All,angrygamer21-game-jam-april-may-2015,10,14
Color Game Jam,color-game-jam,10,2
World Cup Jam 2018,world-cup-jam-2018,10,2
First Annual UVA Game Jam,uva-game-jam1,10,1
1-2-3kb,1-2-3,10,5
Patada de ahogado 2018,patada-de-ahogado-2018,10,4
GameDevMotivation jam #1,gamedevmotivation-jam-1,10,1
InterFerias GameJam,interferias-gamejam,10,1
Shovel Jam,shovel-jam,10,1
"The National Videogame Arcade ""JumpJam""",jumpjam,10,7
KC Mini Game Jam #02,kc-mini-game-jam-02,10,2
DRY Jam,dryjam,10,2
Planet Arcade Jam,planet-arcade-jam,10,1
Spooky Jam 2018,spookyjam2k18,10,3
Saturday Jam Live V: Scratch,saturday-jam-live-v-scratch,10,8
The Noodle jam,the-noodle-jam10,10,4
Do Drugs Jam,do-drugs-jam,10,1
AnyGameGameJam,anygamegamejam,10,1
Optical Jam,optical,10,3
Garlic Jam,garlic-jam,10,9
Uva Jam,uva-jam,10,9
Concordia Makes Games,concordia-makes-games,10,7
MGA game jam 2019 Katowice,mga-game-jam-2019-katowice,10,8
Frogbyte Game Jam,frogbyte-game-jam,10,5
AGDGS Finish a game this year jam,agdgs-finish-a-game-this-year-jam,10,2
/r/WebGames Jam 4!,rwebgames-jam-4,10,7
Infinite Studio Jam 2019-1,infinite-studio-2019-1,10,2
JotaDê Jam Semanal #1,jdjam1,10,4
call sqrt sixteen times per frame jam,16-sqrt-calls-per-frame-jam,10,1
Maratón Maker,maraton-maker,10,4
Scratch Day Game Jam !!,scratch-day-game-jam,10,1
Galway Game Jam 11,galway-game-jam-11,10,6
F18 Team Game Design,f18-team-game-design,10,6
Even Weekend Game Jam  3,even-weekend-game-jam-3,10,2
Experiment Jam,experimentjam,10,1
DDLC Inspired Jam 2018,ddlc-inspired-jam-2018,10,1
7HFPS,7hfps,10,10
Global Game Jam 2016 PARIS CITE DES SCIENCES,global-game-jam-2016-paris-cite-des-sciences-,10,10
Arabic Game Jam 2015,agj2015,10,10
Philly Game Jam 2017,philly-game-jam-2017,10,9
ByteHub Code Jam,bytehub-code-jam,10,1
Trijam #16 - the 3 hour game jam!,trijam-16,10,7
Game Design and Development UW-Madison Game Jam,gddjam,10,4
TIGJam Australia 4,tigjam-australia-4,10,7
Mystery Man Game Jam,mystery-man-game-jam,10,2
Desert Jam,desert-jam,10,2
Trijam #32: Do you dare to try?,trijam-32,10,3
Summer Game Jam,summer-game-jam,10,1
Prototype Jam,the-prototype-jam,10,2
OC Tilted Game Jam 14,oc-tilted-game-jam-14,10,7
GameJamBS.01,gamejambs01,10,5
Hearts Day Rainbow Jam,hearts-day-rainbow-jam,10,2
Voxelles Spooky Game Jam,voxelles-spooky-game-jam,10,6
EliJam Game Jam,elijam,10,2
B▦XJAM,boxjam,10,1
Delthor Game Jam,delthor-game-jam,10,2
NotMoeJam #1 [Lost],notmoejam-1,10,5
Construct French Game Jam 3,construct-french-game-jam-3,10,9
Untitled Game Jam #4,untitled-game-jam-4,10,1
4th Annual Chico Jam,4th-annual-chico-jam,10,4
SGJ7,sgj7,9,5
6 Hour Game Jam,6hourgamejam,9,10
CodeClub Game Jam,codeclub,9,4
Wild Game Jam,wild-game-jam,9,2
Windows Forms Jam,windows-forms-jam,9,1
2018 jam,2018-jam,9,1
CometJam 3,cometjam-3,9,2
Game Jam Monthly - November 2018,game-jam-monthly-november-2018,9,6
GDA Game Jam #1,gda-game-jam-1,9,5
New Year Party,new-year-party,9,2
FEMICOM Game Jam #3: Scribbles,femicom-game-jam-3,9,3
AmiGameJam,amigamejam,9,6
Little People Game Jam #4,little-people-game-jam-4,9,7
"Game Jam ""Semana""",game-jam-semana,9,8
Pix & Bits Jam 19,pix-bit-jam-19,9,6
Fuse Jam 2,fusejam2,9,6
Pocket Jam 1,pocketjam1,9,5
IN.GAME Jam 2016,ingame-jam-2016,9,6
NotMoeJam #6 - Transfer,notmoejam-6,9,3
Giant ROM Zero,giantromzero,9,12
IcyJam 1,icyjam-1,9,2
Qazi Jam 10,qazijam10,9,4
Buddy Jam 7,buddy-jam-7,9,2
"Straw, Berry, Jam!",straw-berry-jam,9,0
Correspondence Jam,correjam,9,2
Impact Jam #3 : Gender Equality,impactjam3,9,5
Un Juego al mes - Bestiario y super héroes retirados,reto-indie-febrero,9,4
"Adaweek, Twine initiation for everyone",adaweektwine-initiation,9,6
Design And Game Jam 2019,design-and-game-jam-2019,9,6
Virtual Game Jam 2016,virtual-game-jam-2016,9,8
Haunted Rainbow Jam,haunted-rainbow-jam,9,3
ThanksJamming,thanksjamming,9,0
PNGE jam - Processing No Game Engine jam #02,pnge02,9,1
UVic Summer Freedom Game Jam,summer-freedom-game-jam,9,4
Wumpus Jam,wumpusjam,9,4
Ability Game Jam,ability-game-jam,9,6
Criação de Jogos Arte #1,criao-de-jogos-arte-1,9,8
Extra Jam! 2015,extra24,9,2
Censorship Game Jam,censorship-game-jam,9,4
Buddy Jam 8,buddy-jam-8,9,2
GCO Game Jam 2019,gco-game-jam-2019,9,2
O Breakout! My Breakout!,o-breakout-my-breakout,9,11
Flash Game Jam,flash-game-jam,9,3
Inspirations Jam,inspirations-drive,9,2
The Bring Back Local Co-Op Jam!,the-bring-back-local-co-op-jam,9,3
Centro de Cultura Digital: Mermelada de mesa,mermelada-de-mesa,9,9
POP UP JAM,pop-up-jam,9,4
Next step,next-step,9,3
Single Awareness Jam,single-awareness-jam,9,1
Weekly Rainbow Jam 8,weekly-rainbow-jam-8,9,3
Weekend Crazy Jam 5a - Reverse,weekend-crazy-jam-5a---reverse,9,3
Tiny Metroidvania Jam,tiny-metroidvania-jam,9,2
Lore of Platformers,lopftweetit,9,2
End Of Summer Game Jam,end-of-summer,9,6
Mismatched Jam,mismatched-jam,9,1
Paul Valéry in Game,paul-valry-in-game,9,6
TUGameDev 2018,tugamedev-2018,9,9
MascotJam,mascotjam,9,1
RGD Game Jam: Part III,rgd-game-jam-part-iii,9,5
#EPJam3,epjam3,9,3
Through the Fire and The Games - Last Minute Jam,last-minute,9,2
GAME JAMuary 2.0,2ndgame-jamuary,9,2
Kid Jam,kid-jam,9,4
Tasjam Utopia,tasjam4,9,7
2019 Summer ICT Game Jam,ict-game-jam-2019-summer,9,6
Nostalgic Jam,nostalgic,9,3
"AlphaLab Game Jam 2, return of the Jaminator!",alpha-lab-jaminator-jam,9,3
WWU JAM SPRING '19,wwu-jam-spring-19,9,8
Weekly Hour Game Jam - W31 2017,weekly-hour-game-jam-w31-2017,9,4
Game Jam Analógica,game-jam-analogica,9,3
"Voxajam 2019 - ""So Much More Than Voxatron""",voxajam,9,1
FlipJam,flipjam,9,2
NNNIKKI Jam,nnnikki-jam,9,1
CarlJam 2019,carljam,9,3
Odd Week Long Game Jam,odd-week-long-game-jam,9,1
Tubecon x ETPA Game Jam,tubecon-etpa,9,6
Autism Awareness Jam 2,autism-awareness-jam-2,9,1
June Bug Rainbow Jam,june-bug-rainbow-jam,9,1
5ª Game Jam Santa Maria,5gjsm,9,4
Intellivision Jam #2,intellivision2,9,3
Create Jam Spring 2016,createjam,9,9
Game Jam 2016 @fh salzburg,game-jam-fhs-2016,9,9
TigerDev Fall 2019 - Intro Jam,tigerdev-fall-2019-intro-jam,9,4
Games Factory 4KB Jam,games-factory-4kb-jam,9,2
Make it in a blender(Blender Game Jam),make-it-in-a-blender,9,1
Infinity Fiction Jam,infinity-fiction,9,1
DemoJam -   Submit your Demos here!,DemoJam,9,7
AIE End of Year Game Jam 2018,aieeoy2018,9,7
Trijam #4,trijam-4,9,6
IDENTITY GAME JAM,identity-game-jam,9,4
RPG Game Jam - Hard Narrative,rpg-maker-narrative,9,1
Let's Make Typing Games Jam 2017,typing-games-jam-2017,9,1
Plenlogue Jam,plenlogue-jam,9,3
One Click Jam,one-click-jam,9,8
Aula Arcade Jam 7,aula-arcade-jam-7,9,5
A Game A Day JAM,a-game-a-day-jam,9,4
Almond Jam,almond-jam,9,2
One Game Jam,one-game,9,1
Blam! Jam #1,blam-jam,9,2
GDGT - Independence Day Jam 16,gdgt-independence-day-jam-16,9,5
WWUJAM Fall '18,wwujam-fall-18,9,5
"IEU Game Lab ""Welcome"" Jam",ieu-game-lab-welcome-jam,9,3
IRXJam 16,irxjam16,9,3
Trijam,trijam,9,5
The 500€ FAtiMA’s Jam,fatima-jam,9,3
Atonement Jam,atonement-jam,9,1
Vaporwave Jam,vaporwave-jam,9,8
Unicorn Game Jam,unicorn-game-jam,9,2
Art Design Kompet (for graphic designers) #1,art-design-kompet-1,9,4
Procrastination Jam,procrastination-jam,9,2
One Button Game Jam,one-button-game-jam,9,5
RPG Maker Game Jam,rpg-maker-game-jam,9,8
SCRUB JAM,scrub-jam,8,6
3rd Klagenfurt Game Jam,klujam2016,8,5
Game Jam 4 Weekend #8,gj4w8,8,2
Loveship Hypernova ULTIMATE Jam 2018,loveship-hypernova-ultimate-jam-2018,8,2
Alpha jam - 1 (PT-BR),alpha-jam-1,8,1
GameJam Battle 2018,gamejam-battle-2018,8,4
Game from an Image,game-from-an-image,8,3
WaterJam,waterjam,8,0
Work Jam,work-jam,8,4
QR Desktop Jam,qr-jam,8,3
Processing Game Jam #2,processing-game-jam-2,8,2
Russian Jam,russian,8,1
Puzzle Jam,puzzle-jam,8,2
Trijam #20 Do you dare to try?,trijam-20,8,2
4 color jam!,4-color-jam,8,3
Halloween Jam,coreys-halloween-jam,8,2
Lazy Jam,lazy-jam,8,3
"Chronicles GameDev Challenge, Week 9",chronicles-gamedev-challenge-week-9,8,2
Hambach Forest Gamejam - Games for Good,hambach-forest-gamejam-games-for-good,8,4
"Chronicles GameDev Challenge, Week 12",chronicles-gamedev-challenge-week-12,8,5
Ignite Jam #1 - Analog & Digital,ignite-jam,8,3
Unconventional Incremental Game Jam,unconventional-incremental-game-jam,8,5
Game Jam Argentina #2,gja2,8,5
1Up 2019,1up-2019,8,8
Jam of the Random Adjective,random-adjective-jam,8,1
Game Pratic' #4 - 2017,gamepratic2017,8,3
Interactive Jam,interactive-jam,8,3
UJamMe,u-jam-me,8,3
#EPjam,epjam,8,7
Belfast GameCraft 2017 @ Farset Labs,belfast-gamecraft-2017--farset-labs,8,3
Trijam #10 Do you dare to try?,trijam-10,8,4
Invaders Rip-offs,invaders-rip-off,8,2
IGDA Becker Chapter Social Business Jam 2018,igda-becker-yunus-jam,8,1
Cowboy's Weekend Code Jam,cowboys-weekend-codejam,8,3
SPPRO Discord GameJam 7,sppro-gamejam-7,8,2
Start of Year 17' Game Jam,start-of-year-17-game-jam,8,4
The Constraints Jam,constraintsjam,8,8
W3 Game Jam (y18w40),w3-game-jam-y18w40,8,2
Unicorn Game Jam 2018,unicorn-game-jam-2018,8,4
Hello Jam,hello-jam,8,2
Interactive Experience Game Jam 2017,ixgj2017,8,7
Gueim BCN Jam,gueim-bcn-jam,8,4
Game Jam for Repeal the 8th,repealjam,8,3
TLP Winter Jam,tlp-winter-jam,8,5
Haunted House Jam,haunted-house-jam,8,7
2º Hackathon da semana Brasileira de informática biomédica,2-hackathon-da-semana-brasileira-de-informatica-biomedica,8,6
Wild West Jam,maybe-wild-west-jam-wat,8,3
Babycastles Partab Ramchand Ren'Py Jam,partab-ramchand-renpy-,8,7
KinderJam,kinderjam01,8,1
Kolibri Experience Jam,kolibri-experience-jam1,8,4
Aurora DreamHack 2018 Submissions,agdcdreamhack,8,8
Card game jam,card-game-jam-18,8,1
Casual Fortnight 3,casual-fortnight-3,8,1
$50 Modd.io Jam - Earn the most revenue in a week,get-paid-jam,8,1
Fortaleza Nerd | Game Jam 2018,fortalezanerdgamejam,8,8
Stanford Fall Game Jam 2018,stanford-fall-game-jam,8,9
Even Weekend Game Jam 1,even-weekend-game-jam,8,2
Game Jam Santo Domingo 2015,gamejamsd2015,8,6
Pillow's Weekly Jam #1,pwj1,8,2
Bitgem Game Jam #9,bitgem-game-jam-9,8,4
Charlie Jam,charliejam,8,8
Salve Game Jam,salve-game-jam,8,3
1981 In Gaming,1981-in-gaming,8,3
FPS Mini Jam,fps-mini-jam-zenethhosted,8,2
TASJAM LITE,tasjam-lite,8,7
HAXX! An Unofficial Bitsy Jam,haxx-an-unofficial-bitsy-jam,8,5
The Stroke of New Year's Midnight Jam,-the-stroke-of-new-years-midnight-jam,8,3
Okey Jam #6point5,okey-jam-6point5,8,3
2017 Winnipeg Game Jam,2017-winnipeg-game-jam,8,7
Dialogue!,dialoguejam,8,2
Praxis 1 El Reto (Cuarta parte),praxis-1-el-reto-cuarta-parte,8,7
Tabled Questions,tabled-questions,8,2
Fast addicting games,fast-addicting-games,8,4
Light Jam,light-jam,8,1
April Fool's Jam,rpi-fools-jam,8,4
9 Day Thinking Jam,9-day-thinking-jam,8,1
"Chronicles GameDev Challenge, Week 6",chronicles-gamedev-challenge-week-6,8,3
Craft A World Jam,craft-a-world-jam,8,2
CGL - Experimental games with non-game tools,cgl-experimental-01,8,6
Novelas visuales,novelas-visuales,8,1
GameDevClub Holiday Jam,gamedevclub,8,1
The Spooktastic Number One! A Twine-Jam,the-spooktastic-number-one,8,1
Try Something New Jam!,try-something-new-jam,8,9
Moopy Jam,moopy-jam,8,0
Multi Game Jam,multi-game-jam,8,1
GlumJam 1,glumjam,8,1
After Hours Game Dev : Global Game Jam 2019,after-hours-global-game-jam-2019,8,2
UL Game Jam 2,ul-game-jam-2,8,6
Even Weekend Game Jam 8,even-weekend-game-jam-8,8,1
"Game A Week 4 ""Element Manipulation""",game-a-week-4,8,1
Blox Game Jam - Fall,blox-game-jam-fall,8,2
